Soil Moisture,Temperature,Air Humidity,Pump Data
314.5110162,92.47097838,71.55487495,1
314.511264,69.36621631,67.13439411,1
314.8306485,82.36280653,62.35873129,1
314.8358324,79.41956904,51.71828592,1
315.0687518,95.01449772,67.80622545,1
316.0231424,65.95223758,41.77413197,1
316.2023706,96.06878217,70.76477028,1
316.2381741,82.22451838,40.8446971,1
316.5040779,100.0234747,62.50461285,1
316.8286017,67.10890851,40.04858132,1
316.8431429,99.61347036,63.99490425,1
316.9960892,85.66594378,39.80228798,1
317.0477946,69.04254376,45.57045455,1
317.2485158,67.51372483,54.3525619,1
317.3000582,90.18475509,53.15338323,1
317.8775798,79.96630462,77.47450161,1
318.2233372,72.15725287,78.22052087,1
318.3073669,98.56776706,76.81714578,1
318.361253,69.88906128,74.7220189,1
318.4070049,84.94912855,45.22584642,1
318.6795062,78.87438925,65.95486029,1
319.2512018,84.09863784,77.3372467,1
319.7383686,66.47142511,48.68380053,1
319.8331213,76.67142967,71.72648652,1
320.3407851,89.03233089,70.65105297,1
321.7377305,77.13249355,69.09578913,1
321.8154599,71.15666907,55.90422853,1
321.9519001,82.29503842,66.18250604,1
322.226076,65.06460808,81.04708424,1
322.6057696,78.46341143,42.08328337,1
323.0524439,98.69651424,63.79262962,1
323.1229431,81.370873,54.38826174,1
323.1527597,100.7809177,50.07303514,1
323.1759468,101.5600263,53.17040977,1
323.6802231,95.09561316,51.91809652,1
323.8603118,98.66506325,42.74534302,1
323.9431469,69.6061348,71.78892948,1
324.2774733,78.85465214,76.34769191,1
324.6485169,97.62292303,47.85971591,1
324.8136981,68.61543314,64.36262084,1
325.2868423,98.09972499,57.00376392,1
325.5069362,70.85959455,57.29944238,1
325.7249151,83.83263636,71.45590798,1
326.0374576,67.84698018,79.33121843,1
326.0379663,79.96676257,41.12715694,1
326.3505069,86.04546161,59.47810081,1
326.9246013,73.76956889,69.84782071,1
326.9497742,80.54924308,46.68964404,1
326.9779198,92.63720217,72.08558224,1
327.568788,95.79055926,65.91462083,1
327.6254788,94.7662786,47.40363284,1
328.2733297,81.78237464,51.88971383,1
328.3617978,88.3285506,58.7362663,1
328.6156868,90.12520078,80.58091972,1
328.6294037,85.73812329,57.50803105,1
328.7653357,101.6788448,65.5124067,1
329.0488271,73.11932791,80.78072705,1
329.1609182,77.97095969,56.30836596,1
329.4853781,85.46757557,43.41450119,1
330.153541,85.62572422,79.00512845,1
330.6596674,93.95656536,50.99181607,1
331.2333505,93.36717016,58.67134143,1
331.4719375,79.77951289,76.44850898,1
332.057034,66.31157928,60.80330689,1
332.0784971,69.82539498,70.65750846,1
332.1403306,65.24672223,45.11075875,1
332.1993221,89.82343222,56.49534371,1
332.9186418,77.08673082,58.3105613,1
333.3527052,71.91697741,58.06241388,1
333.9159559,96.93775582,47.14456722,1
334.3492329,84.28221392,80.47795353,1
334.5724292,66.82305241,60.02793724,1
335.0350244,65.76910806,45.44660398,1
335.3024661,80.53905596,41.84457576,1
335.346961,83.20825164,39.504915,1
335.5237847,89.34402308,57.50089752,1
335.7729138,99.96941617,42.93327343,1
337.115929,80.7761854,46.51351304,1
337.2584572,75.49157916,68.88432018,1
337.3305719,72.24851662,42.18580804,1
337.8214587,69.50409094,73.49043343,1
338.0009324,71.77136067,42.78502034,1
338.9192405,73.85834568,40.81264793,1
339.0366429,67.64615575,46.35797161,1
339.229224,84.68839299,60.95929441,1
340.1917219,82.42671069,78.3721853,1
340.2268032,98.51426429,61.7302681,1
340.2391638,100.777487,63.82291678,1
340.4556604,65.90121444,67.22120849,1
340.6481736,66.41834403,41.90681788,1
341.0943811,101.2930913,50.69755046,1
341.3953141,83.23336863,57.10222828,1
341.413353,85.0029183,79.78622604,1
341.6621065,98.10754837,52.25578127,1
342.3427007,74.33595367,62.55171865,1
342.4269912,75.06526725,43.93674651,1
342.4431069,85.3913352,50.80355729,1
342.8508553,82.99423492,40.69928737,1
342.8729662,81.12245364,66.797263,1
343.0987816,94.77313536,54.7320856,1
343.2287139,74.53267677,64.566818,1
343.5821256,74.52327742,81.25390177,1
343.7628907,95.57962101,72.54191904,1
343.8721494,83.19485185,46.7915701,1
344.3370793,68.52396592,38.93588672,1
344.4982398,78.70721403,60.29486328,1
344.5576357,80.40868448,42.21870247,1
344.924981,87.97140019,59.67784765,1
345.0181405,101.2667128,61.34445925,1
345.0795971,89.41817221,54.38997534,1
345.1485092,96.76046032,59.6516216,1
345.2043868,89.24072241,63.50511615,1
345.2248325,78.72976987,68.82794811,1
345.6457364,81.36254392,49.95820178,1
346.0072383,101.7321847,40.42691826,1
346.7220599,86.26785791,76.9855141,1
347.1089122,74.29463816,49.37469553,1
347.1670841,67.21482805,58.40727796,1
347.3845836,101.3638504,78.18930298,1
347.9880239,93.4197015,60.50837005,1
348.4858435,90.31016736,70.31031078,1
348.9390969,91.92982734,38.9946026,1
349.1764273,101.4386324,75.96208968,1
349.2480236,97.669161,70.15941623,1
349.3834967,80.74413441,76.91623522,1
349.9549026,93.55397387,74.30129524,1
349.958555,80.4574,78.13943016,1
350.7498246,76.62790454,47.29524282,1
350.8412368,80.63962759,50.68332873,1
351.1295804,78.89763281,63.9171479,1
351.3558991,72.28755907,56.59230979,1
351.6018552,67.99675946,77.52222375,1
352.1838214,75.96553773,48.60243681,1
352.3194882,77.97138978,56.55549352,1
353.0036516,94.50178498,44.42303498,1
353.8323911,92.24578173,46.48973812,1
354.3512433,88.8984399,68.51930288,1
354.6334099,69.62236297,77.212802,1
354.8822406,82.57012149,68.28764287,1
354.9000979,85.99286563,64.89989065,1
355.1043998,71.56219503,80.96629953,1
355.3889229,85.51258599,71.25738398,1
355.5667579,71.72761946,71.29054051,1
356.8913104,72.67005865,77.89861807,1
356.8972374,79.221148,67.97755607,1
357.1233579,85.03445773,80.93009743,1
357.1373695,99.9656159,79.8358435,1
357.3274674,71.91288907,50.12264883,1
357.5881901,76.42418288,41.30469195,1
358.1356107,81.49108701,53.08887922,1
359.315064,67.90873111,69.01191115,1
359.3367017,79.29049141,42.75389047,1
359.6292833,65.11114519,53.51470682,1
359.6880054,65.15806455,49.00948583,1
359.92637,72.31781028,64.47524358,1
360.0948893,92.9645503,38.99546814,1
360.250147,70.43144306,45.14404809,1
360.3301275,76.31090314,71.87563779,1
360.4131279,93.71247636,79.39689953,1
360.423901,91.9853629,72.92971271,1
361.4488417,101.8128826,78.6258674,1
361.8314519,86.55916051,77.73382519,1
361.8571291,84.17654631,62.14859071,1
361.9242067,97.36550415,61.15957193,1
361.9697669,70.58632012,66.29148375,1
362.4756394,87.93775524,73.06986906,1
362.6672973,100.836935,54.79068976,1
362.8196189,85.0586567,58.75196714,1
363.6541966,68.0286276,70.36432508,1
364.1358285,84.86628377,80.81726466,1
364.1592977,80.93741522,41.95650088,1
364.6044059,66.36606183,64.74085832,1
365.1445004,83.58355632,48.69746747,1
365.2455465,71.38366383,62.81473011,1
365.9719262,88.25242613,42.94431805,1
366.1914629,100.27228,58.35943206,1
366.5059857,77.72109762,78.65232823,1
366.6240342,101.0658155,80.68568838,1
366.6502066,71.76859187,77.29737327,1
366.841065,101.1852897,41.75538957,1
367.0445188,76.95378667,60.00016041,1
367.6961124,87.15493558,66.24270081,1
367.8108207,78.48406765,50.675926,1
367.9184041,76.52230916,40.1650604,1
367.9682399,97.20160686,79.21760136,1
368.0173505,71.75595724,75.37759171,1
368.5536782,65.57659399,50.97306656,1
368.9292383,92.17980421,76.5171707,1
369.1531004,89.67413251,58.11991423,1
369.2401854,98.80871459,65.80181859,1
369.2419288,90.66271568,73.84502511,1
369.4029087,85.39877885,75.04351311,1
369.4074741,76.98810825,42.07593718,1
369.5251553,95.42312926,47.15566418,1
369.5695855,81.85883257,50.21620867,1
369.690719,77.34587547,46.48676344,1
369.8831715,86.54472957,70.15445451,1
369.8980818,80.10487161,76.46813156,1
370.6705846,74.73193579,57.84112525,1
371.1846416,86.10331239,62.06638322,1
371.4096402,79.82966325,59.46495826,1
371.7473063,79.03027566,50.5161481,1
371.8390999,73.33356852,68.02705064,1
372.0859795,101.9426385,79.00919401,1
372.2846201,67.12536884,53.25848405,1
372.4940917,74.95748251,71.34237672,1
372.7284404,76.16843587,62.8753155,1
372.8504234,71.95251459,41.10080655,1
372.9205305,65.45767392,71.37359906,1
373.2283944,88.9439043,56.2945911,1
373.7377682,85.79044339,67.3165519,1
374.0224999,96.2503565,71.29051778,1
374.4094947,86.91084052,62.5092683,1
374.658626,83.93010519,80.64218637,1
374.8840177,79.21024088,38.62951608,1
374.9248335,64.80985834,41.91027044,1
375.1553343,94.84754841,43.34271301,1
375.1969616,87.76215541,48.3893111,1
375.2961887,68.2911414,45.71973726,1
375.3130154,94.91193181,65.18342573,1
375.5391579,69.61519227,41.66124511,1
375.9260017,77.47327497,40.62241473,1
376.0970504,82.49902075,39.34716472,1
376.1633394,92.47888051,50.20342435,1
376.4279795,78.94087502,43.38436116,1
376.7388043,91.94163908,75.72270838,1
376.8159253,93.80043968,79.16806373,1
376.9424616,81.43161971,76.26126693,1
377.0564505,85.06510065,73.52634484,1
377.262033,89.6892631,63.55283332,1
377.3613754,72.59130226,75.54862619,1
377.4394243,73.31592747,76.89823785,1
377.766874,85.03417609,62.03854994,1
378.639245,65.09789793,47.74632561,1
378.8927401,96.80260989,46.25473153,1
379.1747318,83.83295968,45.60927759,1
379.1896263,96.96838183,69.93111448,1
379.5037151,73.01223394,62.94989578,1
379.8787306,68.20458303,40.12107865,1
379.9232561,93.75391945,50.57219325,1
380.1275034,76.25012414,43.27391214,1
380.5470546,102.0810782,73.48722667,1
380.6059478,79.85763905,54.29654129,1
380.8852258,67.8065194,44.95408168,1
380.9249733,85.15717192,60.69839547,1
381.1442866,64.60347421,79.62575131,1
381.472308,92.27242456,46.21275521,1
382.1318771,101.9127835,60.46592322,1
382.3123259,67.98673953,79.51140935,1
382.4424039,96.35252409,68.88446655,1
382.9699425,69.80359647,59.02205152,1
384.3296566,93.10148137,76.9902668,1
384.3603376,76.49506675,48.46178788,1
384.4493012,87.63210158,51.10989401,1
385.0134307,78.20849521,40.67579156,1
385.1969923,101.588031,73.60851221,1
386.0289634,84.31729911,51.3934381,1
386.5201057,71.09130229,41.59180299,1
386.6186767,81.22959028,60.07260419,1
387.2431466,80.1471281,58.31329798,1
387.2622094,87.85876584,47.72395964,1
387.2806112,94.98960984,70.21875206,1
387.8460711,68.04123989,46.04152574,1
388.6705855,85.9189636,40.16527173,1
389.0352541,102.1648396,76.84298119,1
389.4422921,68.48301346,62.08224498,1
389.8997079,74.00447469,68.31792239,1
390.2325436,86.05826793,48.18695187,1
390.2658467,73.70277296,68.48496868,1
390.3967397,80.00352243,75.20192806,1
390.9213181,69.35689031,65.3584069,1
390.9381782,89.74314639,41.28137611,1
391.1349267,64.71070894,66.7660268,1
392.1738541,70.56107118,51.54945455,1
392.3956024,74.89860372,42.54556328,1
392.5907137,83.45237747,59.34578281,1
392.6080349,95.60707646,60.82076963,1
392.6881096,80.12447685,54.68369751,1
392.9717059,85.79255425,62.70444708,1
393.1404702,78.10963293,69.95957193,1
393.4598036,84.56518584,52.63509759,1
394.375131,95.29302357,47.945379,1
394.8078072,91.49364414,63.483429,1
394.9206133,73.24827069,62.37813802,1
394.9716022,82.3447218,68.06970814,1
395.2369078,98.88413639,80.0388574,1
395.4654845,89.5917459,77.41809636,0
395.5105769,68.76248378,55.95193505,1
395.6381592,78.27967656,56.47390364,1
395.8953438,95.30916382,51.46068188,1
395.900673,71.84040145,59.15217298,1
396.1873216,93.64313368,70.39869471,1
396.3036918,70.84632922,46.75826526,1
396.5901501,96.00030478,68.86934165,1
396.6267998,79.9599465,72.50663254,1
396.8247143,77.1085191,71.29580483,1
397.4314266,82.6548777,70.59726873,1
397.6379739,73.39097307,77.66145071,1
397.6508479,65.43935751,47.38207512,1
398.3215745,69.06272713,56.36876417,1
398.488903,88.91289995,62.14365628,1
398.5109741,81.78272123,49.51767669,1
399.3065327,97.1062263,69.00378288,1
399.3534438,86.8905127,77.68885424,1
399.3546084,79.03715353,41.719567,1
399.3862141,87.41393488,42.72451509,1
399.4224073,71.3115113,58.41111028,1
399.9009981,93.81506119,75.8507639,1
400.2106577,70.52888152,50.04087473,1
400.3056792,87.69802865,76.71180447,1
400.6241727,69.89649051,61.23333244,1
400.7745337,98.66936907,58.10408442,1
400.9027223,86.65689808,57.92610224,1
401.3004366,86.77569481,53.56085507,1
401.4765714,71.79453882,51.59086263,1
401.4952493,96.31229234,69.34994159,1
401.8961701,84.81493881,56.83202339,1
402.82012,66.56300139,57.08078605,1
403.1189254,85.11696252,50.9038211,1
403.1280473,67.61308231,67.3458458,1
404.0242011,89.9575261,54.09142096,1
404.2516776,100.5817313,53.92271863,1
404.4113304,87.89844249,75.38852134,1
404.5745755,99.77478703,42.84442476,1
404.6772131,74.27672906,80.86874415,1
404.9828979,83.20165903,62.01907398,1
405.2600029,67.34273331,71.79444754,1
405.4281069,98.28855043,48.08521963,1
405.5148042,74.23586917,50.78125746,1
405.7454311,96.29349566,55.13471515,1
405.7667546,74.04834241,67.75524429,1
406.0014434,97.11060489,56.40920628,1
406.5086109,85.52021985,60.65267442,1
406.6898188,90.27751683,68.60120116,1
407.0573779,80.91577744,47.20828179,1
407.0810749,99.14994885,76.49268791,1
407.1107273,87.61963851,55.1827885,1
407.2511016,72.23785365,39.09841951,1
407.2633133,79.34342419,58.38738149,1
407.9844371,97.33300849,61.78241977,1
408.5715671,92.67296848,77.97739053,1
408.8220381,92.16177609,72.49057658,1
409.1768453,77.84055057,68.74081597,1
409.4435179,66.91493734,40.6394571,1
409.7308854,95.27411813,69.12296009,1
410.1254668,79.28107304,50.23030524,1
410.4161286,96.31636731,44.77704542,1
410.5405675,90.91208889,56.24458252,1
411.0258824,83.65373229,52.68139078,1
411.0962995,75.67514739,46.16010835,1
411.4963167,97.08618736,70.7924551,1
411.5622828,87.78086816,39.52565563,1
411.7343309,85.43074995,65.29827498,1
411.7609914,89.92145721,56.69137253,1
411.7683597,94.65974343,45.96664777,1
411.8743762,85.34775645,52.7413569,1
412.0931479,70.00820911,55.30019236,1
412.229136,96.17941092,73.87270239,1
412.9450075,80.93928256,44.91292984,1
413.1312798,68.71532695,42.87430127,1
413.2763132,80.69424777,54.74178803,1
413.439804,101.9709491,70.23262977,1
413.4421956,87.58173627,43.38539929,1
413.7146546,65.69858113,54.42975652,1
413.8153826,71.0207537,76.95323731,1
414.1993203,78.24694008,66.62491413,1
414.42393,76.86367563,77.96384798,1
414.5975971,65.56127709,52.7789324,1
414.6357796,68.08930552,71.52226406,1
414.7375928,65.96048408,53.86586464,1
414.8869839,83.53069824,74.45677482,1
414.9962947,79.29203245,55.31174365,1
415.234006,69.81661701,44.19856667,1
415.2868427,74.08787509,74.35406514,1
415.5595049,66.92397156,81.00867517,1
416.5522519,81.59038801,52.37494803,1
416.6598682,88.24081719,57.20495961,1
416.7907973,74.47461678,53.0035167,1
417.9842138,88.06309684,55.11381762,1
418.3057299,94.56637996,70.51235291,1
418.4003452,94.97385392,63.34809685,1
418.4368715,67.14993862,70.0575728,1
418.5890937,82.5669248,52.22665191,1
418.6525592,72.86664659,54.30135202,1
419.1618849,89.16381705,60.7695804,1
420.7140873,96.28841352,54.87595667,1
420.7362244,70.85281698,42.05797972,1
420.7514415,77.95000265,59.87356,1
421.954009,90.32476512,66.86881459,1
422.0394626,68.67863744,39.07489612,1
422.4634254,75.15642731,40.02660668,1
422.5618034,91.57589348,42.17321493,1
422.8464662,81.27778334,46.39100522,1
422.9271637,94.90719373,46.68273708,1
423.2431232,78.1450365,47.28561083,1
423.476391,98.63863077,67.92813924,1
423.5743346,67.58296686,74.37512727,1
423.6197661,82.56286006,40.39049373,1
423.6605457,80.47915527,50.31058035,1
424.4061013,76.36635972,74.74610067,1
424.4181997,76.88172232,75.59149147,1
424.8419871,101.565629,71.10451413,1
425.0433845,96.2421975,68.35547865,1
425.3398894,88.2419104,75.93661188,1
425.6412849,87.1476996,59.41953716,1
425.6600108,68.9449651,39.36350748,1
425.6853679,67.51304656,57.53570336,1
425.838215,72.93114752,62.49863545,1
425.8389695,101.8481143,68.49685483,1
425.8689854,68.22555795,60.39301835,1
425.9922393,98.36982905,67.44757849,1
426.1958714,98.33845381,44.6271782,1
426.4310123,76.33715383,42.42653509,1
426.8836919,90.67099941,46.60100726,1
426.9562888,80.29109613,43.10713032,1
427.2722591,65.01259744,41.2723512,1
427.2787669,95.31251922,69.39563105,1
427.8619143,83.13517551,46.67428875,1
428.7620405,65.94241708,39.48508657,1
429.4377613,70.79283516,54.13914051,1
429.4908928,91.22176492,80.21124683,1
429.825534,93.12470024,80.17368882,1
430.2661464,78.19130615,49.4127432,1
430.3409202,66.25986013,72.64587849,1
430.4145993,86.97721057,77.9084618,1
430.491152,69.56904538,40.86432039,1
430.5411805,74.23867407,64.86155286,1
430.5528962,78.84588182,73.84740942,1
430.5693951,70.6728565,79.32548612,1
430.874041,99.19145401,58.6756124,1
430.8908044,80.75078906,77.41663319,1
431.0813607,87.44780206,71.2069125,1
431.3280804,100.6239066,72.41965772,1
431.4383007,100.1258846,77.88353417,1
432.0816418,70.27842214,46.33316062,1
432.4473937,99.39764595,63.59821724,1
432.6823792,100.5349222,69.15321821,1
432.719531,93.23601615,57.45406546,1
433.6503126,93.2586642,54.10872441,1
433.7722268,75.52721169,50.29044172,1
434.1016491,88.6487335,67.1358019,1
435.0541775,83.25127092,76.2137333,1
435.135891,92.17246347,76.16170841,1
435.1471051,78.43605741,70.01424246,1
435.8738712,87.87786712,79.98262598,1
436.259992,67.32766758,38.00020142,1
436.420616,80.48625363,40.22559701,1
436.4776497,77.47505546,73.77990546,1
436.5098511,99.32187963,67.2270859,1
436.581624,75.08146044,56.64448541,1
436.7885225,88.69443323,64.21479755,1
437.2699805,68.40755519,41.83541442,1
437.3196748,96.32036944,73.93734786,1
437.3257933,66.82346447,41.07765265,1
437.3340851,81.89028316,43.38469646,1
437.3606396,93.51565358,47.10764913,1
437.3748386,90.20716893,51.42813353,1
437.6249439,89.04883444,44.46753337,1
437.9751566,79.21698031,69.50815744,1
438.2832335,69.04551448,53.29434911,1
438.4085462,87.43235112,76.08648139,1
438.4164003,67.58635003,41.57267868,1
438.4273184,80.88297555,69.27381179,1
438.5547111,98.0160917,76.46554842,1
438.5708636,94.63734203,59.96381988,1
438.8469071,83.80980158,56.70988442,1
438.8704127,94.2119271,55.89046785,1
438.997521,77.00175127,63.22575853,1
439.1619303,87.99782976,48.36198985,1
439.7016469,87.96582084,38.62614319,1
439.7023375,89.21684149,72.36973617,1
439.8180514,83.63772968,39.56164844,1
439.937745,87.63424336,47.11017238,1
439.9940878,73.1277792,54.20839443,1
440.3097397,82.28964925,43.00183981,1
440.3653265,80.3086619,45.10692892,1
440.5951193,100.494947,63.1508986,1
440.6303956,72.43919638,40.23528975,1
441.0701203,76.46471467,76.26694968,1
441.4672391,88.82256871,38.24229476,1
441.5814782,92.19867901,53.24901897,1
441.6204999,81.97677711,52.38554115,1
442.0628266,95.7245398,72.86574049,1
442.0967371,64.8159253,62.72107998,1
442.1144513,72.12803738,54.82808789,1
442.16013,86.50498455,63.23989177,1
442.4263289,100.4331073,62.53712491,1
442.865314,73.59415808,71.50559101,1
442.9729843,71.33876715,42.20973266,1
443.3671631,82.89809744,76.30908786,1
443.5211346,98.29309417,51.39462983,1
443.6530976,81.0331405,39.04218351,1
443.9106977,81.45182903,67.09814079,1
444.4494104,78.44006412,39.21528112,1
444.7419024,90.19084609,52.84641391,1
444.8320778,85.03969951,51.65010112,1
444.9091712,92.80430249,66.04181872,1
444.9895453,79.73578348,61.74242461,1
445.1059596,83.05390398,74.64132024,1
445.8502157,86.04857469,58.14933653,1
